1998,1998009,Chocolate-Genius-Black-Music/master/328237
1998,1998010,Jocelyn-Montgomery-with-David-Lynch-Lux-Vivens/master/117588
1998,1998011,Audra-McDonald-Way-Back-To-Paradise-/master/792198
1999,1999003,Satoshi-Tomiie-Full-Lick-In-store-Sampler/master/86868
1999,1999008,Ana-Carolina-Ana-Carolina/release/634314
1999,1999009,Anvil-Fx-Lo-Fi-Genesis/release/8759619
1999,1999010,Huong-Thanh-Moon-And-Wind/release/2543305
1999,1999011,Feist-Monarch-Lay-Your-Jewelled-Head-Down/master/210157
1999,1999012,Shing02-Homo-Caeruleus-Cerinus-Ryoku-Oushoku-Jinshu/master/222330
2000,2000006,Lori-Cullen-Garden-Path/release/4803840
2000,2000007,Sufjan-Stevens-A-Sun-Came/master/14979
2001,2001004,Seu-Jorge-Samba-Esporte-Fino/master/109404
2001,2001005,Arve-Henriksen-Sakuteiki/release/317667
2001,2001006,Thomas-Feiner-Anywhen-The-Opiates-Revised/master/306776
2002,2002008,Tribalistas-Tribalistas/master/88172
2002,2002009,My-Chemical-Romance-I-Brought-You-My-Bullets-You-Brought-Me-Your-Love/master/815737
2003,2003012,Ryusenkei-%E6%B5%81%E7%B7%9A%E5%BD%A2-%E3%82%B7%E3%83%86%E3%82%A3%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%83%E3%82%AF/master/1167361
2003,2003008,Janelle-Mon%C3%A1e-The-Audition/release/5130244
2003,2003009,Kate-Walsh-Clocktower-Park/master/327335
2003,2003010,Paddy-McAloon-I-Trawl-The-Megahertz-Sleeping-Rough/master/53413
2003,2003011,Jonny-Greenwood-Bodysong/master/9317
2004,2004007,Build-An-Ark-Peace-With-Every-Step/master/121035
2004,2004008,Brandon-Ross-Costume/release/4523240
2004,2004009,Inara-George-All-Rise/master/161949
2005,2005006,Gretchen-Parlato-Gretchen-Parlato/release/2376077
2005,2005007,Melody-Gardot-Some-Lessons/release/3410394
2006,2006005,Esperanza-Spalding-Junjo/master/619640
2006,2006006,Taylor-Eigsti-Lucky-To-Be-Me/release/2223508
2006,2006007,Don-Peris-Go-When-The-Morning-Shineth/master/765669
2006,2006008,Nico-Muhly-Speaks-Volumes/master/1498488
2006,2006009,Andy-Stott-Merciless/master/31620
2006,2006010,Jherek-Bischoff-Jherek-Bischoff/release/3714409
2007,2007003,Francesco-Tristano-Not-For-Piano/master/281402
2007,2007004,Melanie-De-Biasio-A-Stomach-Is-Burning/master/1519331
2007,2007005,Traffic-Quintet-Nouvelles-Vagues-De-Godard-Audiard/master/1322540
2007,2007006,Clare-And-The-Reasons-The-Movie/master/226985
2009,2009003,Brian-Blade-Mama-Rosa/master/977350
2009,2009004,Tigran-Hamasyan-Red-Hail/release/3189323
2009,2009005,Mayer-Hawthorne-A-Strange-Arrangement/master/184258
2010,2010003,Shinsei-Kamattechan-%E3%81%A4%E3%81%BE%E3%82%93%E3%81%AD/master/1431679
2011,2011004,Nicolas-Jaar-Space-Is-Only-Noise/master/305947
2011,2011003,Shintaro-Sakamoto-How-To-Live-With-A-Phantom/master/414844
2011,2011005,New-Zion-Trio-Fight-Against-Babylon/release/5452073
2011,2011006,Molly-Drake-Molly-Drake/master/577099
2011,2011007,Jonathan-Jeremiah-A-Solitary-Man/master/364698
2011,2011008,cero-WORLD-RECORD/master/1023822
2012,2012005,Paul-Buchanan-Mid-Air/master/440573
2012,2012006,Goro-Ito-Glashaus/release/7114572
2012,2012007,Milder-PS-Quoted-Out-Of-Context-Music-By-Paddy-McAloon/release/7924662
2012,2012008,S%C3%ADlvia-P%C3%A9rez-Cruz-11-De-Novembre/master/651534
2013,2013003,Alexandre-Andr%C3%A9s-Macaxeira-Fields/release/13671966
2020,2020003,Yaeji-What-We-Drew-%EC%9A%B0%EB%A6%AC%EA%B0%80-%EA%B7%B8%EB%A0%A4%EC%99%94%EB%8D%98/release/15043100
1980,1980005,Pretenders-Pretenders/master/69563
1993,1993014,MeShell-Ndeg%C3%A9Ocello-Plantation-Lullabies/master/84539
1992,1992015,artist/90002-Keziah-Jones

1957,1957007,Ray-Charles-Ray-Charles/master/278394
1957,1957010,Ruth-Brown-Rock-Roll/master/302393
1957,1957013,Roland-Kirk-Triple-Threat/master/404012
1956,1956004,Jackie-Paris-Songs-By-Jackie-Paris/master/773179
1956,1956005,Maysa-Convite-Para-Ouvir-Maysa/master/1030027
1956,1956006,Nino-Tempo-Rock-And-Roll-Beach-Party/master/756859
1958,1958011,Gene-Vincent-Gene-Vincent-Rocks-And-The-Blue-Caps-Roll/master/302619
1957,1957014,Bill-Evans-New-Jazz-Conceptions/master/178735
1957,1957011,Abbey-Lincoln-Abbey-Lincolns-Affair-A-Story-Of-A-Girl-In-Love/master/590779
1957,1957008,Eddie-Cochran-With-The-Johnny-Mann-Orchestra-And-Chorus-Singin-To-My-Baby/master/290087
2012,2012001,Kendrick-Lamar-Good-Kid-MAAd-City/master/484590
1955,1955002,Sonny-Rollins-Sonny-Rollins-and-Thelonious-Monk/master/1172974
1955,1955004,Ethel-Ennis-Lullabies-For-Losers/master/643195
1959,1959007,Barbara-Barbara-L%C3%A9cluse/master/1120540
1959,1959011,Al-Martino-Swing-Along-With-Al-Martino/master/1311799
1955,1955010,Gerry-Mulligan-California-Concerts/master/343965
1962,1962007,Gary-McFarland-Comment-R%C3%A9ussir-Dans-Les-Affaires-Sans-Vraiment-Se-Fatiguer/release/9849945
1962,1962010,Glen-Campbell-Too-Late-To-Worry-Too-Blue-To-Cry/master/673358
